user_id,age,location_city,location_state,location_country
40889,37.0,brainerd,minnesota,usa
41781,54.0,clintontwp,michigan,usa
44663,,klang,selangor,malaysia
45585,,sandiego,california,usa
46389,55.0,pineknollshores,northcarolina,usa
46767,24.0,leipzig,sachsen,germany
47971,40.0,toronto,ontario,canada
48268,18.0,vienna,vienna,austria
48911,57.0,neworleans,louisiana,usa
49168,57.0,ivydale,westvirginia,usa
49994,40.0,clintonville,wisconsin,usa
52584,45.0,livermore,california,usa
52994,,colton,california,usa
54005,59.0,lacey,washington,usa
54884,33.0,nashua,newhampshire,usa
55027,44.0,burlington,ontario,canada
55492,43.0,antioch,illinois,usa
57108,38.0,newyork,newyork,usa
57423,,coburg,oregon,usa
57632,,pearland,texas,usa
59038,28.0,sanantonio,texas,usa
59390,,uniontown,ohio,usa
60130,41.0,lowell,arkansas,usa
60569,41.0,chardon,ohio,usa
60683,47.0,hartford,connecticut,usa
62667,53.0,warsaw,virginia,usa
62881,39.0,milwaukee,wisconsin,usa
63470,56.0,reno,nevada,usa
64535,43.0,fredericksburg,virginia,usa
64679,,buffalogrove,illinois,usa
66387,52.0,kokomo,indiana,usa
67487,33.0,melbourne,victoria,australia
68256,28.0,chickasha,oklahoma,usa
68537,70.0,friendswood,texas,usa
69232,55.0,mooresville,northcarolina,usa
70205,,fresno,california,usa
70666,18.0,warwick,rhodeisland,usa
72523,,grandisland,newyork,usa
72975,21.0,minneapolis,minnesota,usa
74709,21.0,macomb,michigan,usa
75691,17.0,cincinnati,ohio,usa
75819,,westfalls,newyork,usa
76352,58.0,olympia,washington,usa
76368,,langley,britishcolumbia,canada
76942,25.0,sacramento,california,usa
78165,,bologna,emiliaromagna,italy
78754,,dwight,illinois,usa
78834,28.0,honolulu,hawaii,usa
78973,29.0,amadora,lisboa,portugal
79186,37.0,fairbanks,alaska,usa
79740,24.0,stlouis,missouri,usa
80810,33.0,warrensburg,missouri,usa
81088,18.0,romsey,hampshire,unitedkingdom
81298,20.0,savannah,georgia,usa
82114,,fairoaks,california,usa
82893,40.0,sanantonio,texas,usa
83034,,fairbanks,alaska,usa
84024,37.0,abilene,texas,usa
84611,,fremont,california,usa
85534,49.0,cleveland,ohio,usa
86303,31.0,denver,colorado,usa
86969,59.0,forestgrove,oregon,usa
87257,,coeurdalene,idaho,usa
87929,25.0,portland,oregon,usa
88006,27.0,fresno,california,usa
90322,,lakeland,florida,usa
91633,21.0,frenchcamp,california,usa
91832,,miami,florida,usa
93055,,stcharles,missouri,usa
93363,30.0,farmingtonhills,michigan,usa
93643,,bergheim,texas,usa
93772,,portland,oregon,usa
93800,52.0,mountvernon,washington,usa
94139,,sanmarcos,california,usa
94396,62.0,shoreline,washington,usa
97721,46.0,castrovalley,california,usa
98012,48.0,fridayharbor,washington,usa
98468,33.0,eugene,oregon,usa
98723,29.0,cincinnati,ohio,usa
98923,,libertytownship,ohio,usa
100009,49.0,victoria,britishcolumbia,canada
100393,,riverside,california,usa
101209,44.0,fthuachuca,arizona,usa
102647,14.0,modesto,california,usa
102967,54.0,olympia,washington,usa
103315,32.0,norton,massachusetts,usa
103416,33.0,tucson,arizona,usa
105124,,sarasota,florida,usa
105937,27.0,tampa,florida,usa
105979,26.0,oakland,california,usa
106230,,dumas,texas,usa
107201,38.0,troy,michigan,usa
107244,50.0,appleton,wisconsin,usa
107784,,tarentum,pennsylvania,usa
108143,17.0,cincinnati,ohio,usa
108247,,winterville,northcarolina,usa
110127,,cambridge,massachusetts,usa
110440,29.0,fairfax,virginia,usa
110558,,losangeles,california,usa
110973,43.0,wileyford,westvirginia,usa
112001,43.0,barrensprings,virginia,usa
112093,35.0,spencer,massachusetts,usa
112280,50.0,saintcharles,missouri,usa
113328,,paintedpost,newyork,usa
114544,35.0,antelope,california,usa
115003,43.0,asheville,northcarolina,usa
115120,29.0,shermanoaks,california,usa
116127,,vancouver,britishcolumbia,canada
116428,47.0,pickering,ontario,canada
117594,26.0,moline,illinois,usa
118659,37.0,blacksburg,virginia,usa
120396,46.0,boyce,virginia,usa
120771,49.0,garland,texas,usa
122251,30.0,hampden,northdakota,usa
122440,29.0,vancouver,britishcolumbia,canada
122658,,atlanta,georgia,usa
123137,,decatur,georgia,usa
123430,,manning,southcarolina,usa
123790,25.0,mountvernon,newyork,usa
123981,46.0,phoenix,arizona,usa
124259,,boulder,colorado,usa
124363,36.0,tallahassee,florida,usa
124487,,ramah,newmexico,usa
125039,27.0,lafayette,indiana,usa
125519,40.0,irvine,california,usa
126492,31.0,westmont,illinois,usa
127200,,urbana,illinois,usa
128185,39.0,glendale,california,usa
128208,34.0,sanantonio,texas,usa
128463,,jerseycity,newjersey,usa
129084,39.0,boise,idaho,usa
130784,,ferndale,washington,usa
131046,26.0,ellington,connecticut,usa
131681,48.0,muskegon,michigan,usa
131703,,endicott,newyork,usa
131837,,westvalleycity,utah,usa
132144,,seattle,washington,usa
133706,30.0,palmyra,westernaustralia,australia
133738,28.0,indianapolis,indiana,usa
134264,,phoenix,arizona,usa
134797,,elkgrove,california,usa
134863,,sanjose,california,usa
135149,,ftpierce,florida,usa
135831,,potomacfalls,virginia,usa
136096,47.0,arlington,virginia,usa
136396,34.0,warren,ohio,usa
136707,50.0,laplace,louisiana,usa
137589,35.0,enterprise,oregon,usa
140824,53.0,wetzlar,hessen,germany
141444,,westspringfield,massachusetts,usa
143134,27.0,marion,ohio,usa
143253,27.0,dyersburg,tennessee,usa
143939,,ellensburg,washington,usa
144062,16.0,stow,massachusetts,usa
144255,,riedstadt,hessen,germany
144478,39.0,galveston,texas,usa
144531,37.0,pleasanton,california,usa
145619,36.0,middletown,connecticut,usa
146113,,cary,northcarolina,usa
146279,42.0,camdenton,missouri,usa
146816,,minneapolis,minnesota,usa
147965,,lakewales,florida,usa
149120,,hillsdale,michigan,usa
150400,,sacramento,california,usa
150896,30.0,vancouver,britishcolumbia,canada
151004,41.0,millburn,newjersey,usa
151063,70.0,sanantonio,texas,usa
152354,,boston,massachusetts,usa
152696,,studiocity,california,usa
153513,31.0,littlerock,arkansas,usa
153718,27.0,roundlake,illinois,usa
154730,42.0,encinitas,california,usa
155495,26.0,hoodriver,oregon,usa
156300,49.0,pinonhills,california,usa
159440,27.0,lille,nord,france
159506,28.0,portland,oregon,usa
160735,39.0,blaine,minnesota,usa
160819,43.0,miami,florida,usa
161870,,steubenville,ohio,usa
163194,57.0,westlinn,oregon,usa
163693,37.0,decatur,georgia,usa
164323,31.0,delta,britishcolumbia,canada
165618,,pforzheim,badenwrttemberg,germany
165842,,doylestown,pennsylvania,usa
165884,,louisville,kentucky,usa
166391,60.0,hanover,pennsylvania,usa
167038,,kissimmee,florida,usa
167800,57.0,olivebranch,mississippi,usa
168132,37.0,middletown,maryland,usa
169403,43.0,marietta,georgia,usa
170518,61.0,gaithersburg,maryland,usa
170580,,carlsbad,california,usa
171078,43.0,langley,britishcolumbia,canada
172539,,lakewood,colorado,usa
172742,44.0,astoria,oregon,usa
173415,31.0,chicago,illinois,usa
173684,15.0,chulavista,california,usa
174642,,zelienople,pennsylvania,usa
175117,,royersford,pennsylvania,usa
176477,46.0,universityheights,ohio,usa
176790,43.0,irvine,california,usa
176894,32.0,saltlakecity,utah,usa
178130,45.0,auburn,washington,usa
179068,30.0,omaha,nebraska,usa
181519,,oakville,ontario,canada
182459,28.0,fortwayne,indiana,usa
182746,44.0,jacksonville,florida,usa
185384,,stcharles,missouri,usa
185722,24.0,longbeach,california,usa
186570,28.0,rantoul,illinois,usa
187266,66.0,gordon,nebraska,usa
187533,68.0,sanjose,california,usa
187944,41.0,hopatcong,newjersey,usa
189655,,pittsburgh,pennsylvania,usa
190741,52.0,corpuschristi,texas,usa
192353,26.0,lasvegas,nevada,usa
192399,,grandrapids,michigan,usa
193529,51.0,florissant,missouri,usa
193898,,paradise,pennsylvania,usa
195347,,riverside,california,usa
195469,39.0,congers,newyork,usa
195694,29.0,tucson,arizona,usa
197364,30.0,cumming,georgia,usa
198046,51.0,milwaukee,wisconsin,usa
198412,17.0,waretown,newjersey,usa
198483,,silverspring,maryland,usa
198711,62.0,littlecanada,minnesota,usa
199092,50.0,rotterdam,zuidholland,netherlands
199640,,bellingham,washington,usa
200234,53.0,rr1battersea,ontario,canada
200402,35.0,campbell,california,usa
201548,29.0,rheinfelden,badenwuerttemberg,germany
202619,28.0,encino,california,usa
203649,41.0,mountvernon,kentucky,usa
204504,41.0,woodside,newyork,usa
205963,56.0,santaclara,california,usa
206423,,columbia,southcarolina,usa
207259,38.0,florence,kentucky,usa
207291,,brisbane,queensland,australia
207782,28.0,midland,texas,usa
207825,52.0,fairbanks,alaska,usa
208147,41.0,federalway,washington,usa
208607,,springfield,missouri,usa
210276,67.0,northfortmyers,florida,usa
210717,42.0,wantagh,newyork,usa
210838,66.0,springfield,missouri,usa
211321,19.0,cincinnati,ohio,usa
213220,,york,pennsylvania,usa
213760,32.0,omaha,nebraska,usa
214786,,boonecounty,kentucky,usa
215256,34.0,sunvalley,california,usa
215949,,browncity,michigan,usa
216670,,pensacola,florida,usa
216683,,sanjose,california,usa
217375,35.0,stpetersburg,florida,usa
217516,56.0,loudouncounty,virginia,usa
217986,35.0,ypsilanti,michigan,usa
218121,,brighton,england,unitedkingdom
221445,,portland,oregon,usa
222217,25.0,hamburg,hamburg,germany
223331,,fortlauderdale,florida,usa
224435,24.0,warren,michigan,usa
224764,,rockaway,newjersey,usa
225717,33.0,warsaw,mazowiecka,poland
225810,56.0,elcajon,california,usa
225826,23.0,dallas,texas,usa
225989,27.0,palmdale,california,usa
226638,50.0,reno,nevada,usa
227392,30.0,waltham,massachusetts,usa
229011,,mclean,virginia,usa
231237,,waianae,hawaii,us
232131,,oakland,california,usa
232271,46.0,iowacity,iowa,usa
232945,28.0,newport,rhodeisland,usa
233731,44.0,kingston,ontario,canada
234623,,scarborough,maine,usa
235059,24.0,aurora,colorado,usa
235842,41.0,griswold,iowa,usa
235935,43.0,bridgeton,newjersey,usa
236172,34.0,chesapeake,virginia,usa
240024,40.0,amarillo,texas,usa
240144,34.0,muskego,wisconsin,usa
240567,33.0,hawthorne,newjersey,usa
240951,41.0,austin,texas,usa
241306,32.0,colfax,northcarolina,usa
241548,44.0,saratoga,california,usa
241666,35.0,sanfrancisco,california,usa
241980,35.0,ashburn,virginia,usa
242843,43.0,scottsdale,arizona,usa
242891,84.0,rockwall,texas,usa
243930,43.0,montreuil,iledefrance,france
244349,40.0,losbanos,california,usa
244627,32.0,shelbyville,tennessee,usa
244761,,santarosa,california,usa
245616,28.0,sacramento,california,usa
245963,,saintlouis,missouri,usa
246333,31.0,memphis,tennessee,usa
246655,,mooresville,northcarolina,usa
250101,61.0,phoenix,arizona,usa
250184,,renton,washington,usa
251122,,hartley,iowa,usa
251377,,sacramento,california,usa
251613,34.0,sonoma,california,usa
253106,45.0,westchestercounty,newyork,usa
254971,53.0,boise,idaho,usa
255719,30.0,columbus,ohio,usa
256407,58.0,florissant,missouri,usa
256925,32.0,louisville,kentucky,usa
258534,32.0,mcqueeney,texas,usa
258884,,belvidere,illinois,usa
259078,49.0,fairbanks,alaska,usa
259223,82.0,twinfalls,idaho,idaho
259543,,southsanfrancisco,california,usa
259778,,hillsboro,oregon,usa
259846,,rohnertpark,calabria,usa
260897,25.0,chicago,illinois,usa
261378,,omaha,nebraska,usa
261829,32.0,fpo,ap,usa
262846,,greenville,southcarolina,usa
263163,26.0,austin,texas,usa
263644,,mendon,massachusetts,usa
263877,44.0,victoria,britishcolumbia,canada
265115,,vista,california,usa
265276,39.0,missoula,montana,usa
265313,33.0,morrisville,northcarolina,usa
266268,,camden,southcarolina,usa
267549,34.0,olympia,washington,usa
268330,23.0,miami,florida,usa
269566,9.0,seattle,washington,usa
269614,46.0,beaverdam,wisconsin,usa
271284,50.0,alexandria,virginia,usa
271558,35.0,henderson,nevada,usa
273190,71.0,coconutgrove,florida,usa
273979,20.0,bloomsburg,pennsylvania,usa
274167,52.0,whitehorse,yukonterritory,canada
274308,33.0,delraybeach,florida,usa
274823,,austin,texas,usa
276641,25.0,porto,porto,portugal
277478,31.0,schiedam,zuidholland,netherlands
3373,30.0,elkgrove,california,usa
4781,47.0,manchester,england,unitedkingdom
5555,,perigny,poitoucharentes,france
6026,,bangor,maine,usa
6242,,calgary,alberta,canada
7210,,rothesay,newbrunswick,canada
8362,28.0,losangeles,california,usa
8570,23.0,rochester,newyork,usa
11104,,wyncote,pennsylvania,usa
12863,29.0,london,england,unitedkingdom
14449,72.0,saskatoon,saskatchewan,canada
16231,32.0,kanata,ontario,canada
17003,,carlsbad,california,usa
20265,29.0,tampa,florida,usa
21870,,carlisle,pennsylvania,usa
22625,54.0,lynbrook,newyork,usa
27624,54.0,london,england,unitedkingdom
28056,36.0,lancaster,pennsylvania,usa
32793,22.0,quebec,quebec,canada
34588,,westlinn,oregon,usa
34864,39.0,belfort,franchecomt,france
36197,44.0,topeka,kansas,usa
36715,,lexington,kentucky,usa
36907,39.0,dunnville,ontario,canada
40330,,germantown,maryland,usa
40612,25.0,sterlingheights,michigan,usa
43619,26.0,shrewsbury,massachusetts,usa
49980,27.0,newhartford,newyork,usa
52832,,highlandpark,illinois,usa
57105,32.0,roswell,georgia,usa
58363,81.0,coloradosprings,colorado,usa
61619,,coburg,oregon,usa
63956,28.0,emporia,kansas,usa
64763,43.0,chicago,illinois,usa
68943,,coventry,england,unitedkingdom
69378,46.0,mililani,hawaii,usa
75723,,farmingtonhills,michigan,usa
77181,33.0,louisville,kentucky,usa
80683,27.0,newcastle,delaware,usa
80837,34.0,fortmyers,florida,usa
82407,,washington,dc,usa
85653,53.0,lansdowne,pennsylvania,usa
85656,41.0,cottagegrove,oregon,usa
86219,26.0,ludwigshafen,rheinlandpfalz,germany
86243,,christchurch,canterbury,newzealand
86835,,mercerisland,washington,usa
87746,52.0,wallingford,connecticut,usa
89856,31.0,seattle,washington,usa
91931,40.0,newwestminster,britishcolumbia,canada
92810,60.0,manistee,michigan,usa
93698,70.0,halfmoonbay,britishcolumbia,canada
95392,25.0,toronto,ontario,canada
95932,36.0,manchester,england,unitedkingdom
99946,,chicago,illinois,usa
100459,38.0,bayarea,california,usa
101043,,glenshaw,pennsylvania,usa
101559,,winchester,virginia,usa
101851,29.0,keizer,oregon,usa
102327,,atlanta,georgia,usa
102359,,springfield,missouri,usa
102430,37.0,portage,wisconsin,usa
104796,38.0,anchorage,alaska,usa
105214,34.0,pittsburgh,pennsylvania,usa
105517,28.0,calgary,alberta,canada
107258,,lowell,massachusetts,usa
108005,29.0,greenfield,wisconsin,usa
112026,17.0,lakewood,colorado,usa
114698,81.0,olympia,washington,usa
116210,46.0,oisterwijk,noordbrabant,netherlands
117041,,mesa,arizona,usa
118135,29.0,porto,porto,portugal
119858,53.0,centennial,colorado,usa
120807,43.0,corrales,newmexico,usa
124298,25.0,stockton,california,usa
124874,32.0,warren,newjersey,usa
125774,36.0,tehran,tehran,iran
127429,23.0,kansascity,missouri,usa
129373,54.0,mercerisland,washington,usa
129716,30.0,tallahassee,florida,usa
132230,58.0,pittsburgh,pennsylvania,usa
132930,29.0,wokingham,england,unitedkingdom
134869,,menifeelakes,california,usa
136205,39.0,cresthill,illinois,usa
143968,39.0,wesleychapel,florida,usa
144803,23.0,littlerock,arkansas,usa
146932,30.0,miami,florida,usa
148744,67.0,campbellsport,wisconsin,usa
150968,47.0,manchester,england,unitedkingdom
153042,35.0,annarbor,michigan,usa
153577,,grandrapids,michigan,usa
153662,44.0,ftstewart,georgia,usa
156150,36.0,howell,newjersey,usa
157273,37.0,drippingsprings,texas,usa
157799,42.0,heemstede,noordholland,netherlands
159732,47.0,watchung,newjersey,usa
160032,,heidelberg,badenwuerttemberg,germany
165319,28.0,tucson,arizona,usa
167812,38.0,vancouver,britishcolumbia,canada
171295,27.0,silverspring,maryland,usa
173018,,christchurch,canterbury,newzealand
174326,38.0,winnipeg,manitoba,canada
174633,31.0,nashville,tennessee,usa
175003,33.0,roundrock,texas,usa
176838,27.0,helsinki,uusimaa,finland
178667,34.0,freehold,newjersey,usa
184299,31.0,omaha,nebraska,usa
187145,65.0,grapeview,washington,usa
196457,,seattle,washington,usa
202182,24.0,stcharles,missouri,usa
202547,21.0,owensboro,kentucky,usa
204864,47.0,simivalley,california,usa
204909,,saltlakecity,utah,usa
207965,46.0,eugene,oregon,usa
212847,,angleton,texas,usa
212849,59.0,ftlauderdale,florida,usa
215388,,citrusheights,california,usa
218421,32.0,dawsoncreek,britishcolumbia,canada
221232,21.0,rockhill,southcarolina,usa
223402,36.0,sancarlos,california,usa
224138,,carlsbad,california,usa
224236,,neptune,newjersey,usa
227025,33.0,saskatoon,saskatchewan,canada
227275,47.0,saskatoon,saskatchewan,canada
227884,25.0,virginiabeach,virginia,usa
230249,,glenrock,pennsylvania,usa
231210,44.0,roanoke,virginia,usa
232103,30.0,durham,northcarolina,usa
234205,15.0,lakeworth,florida,usa
235011,,seattle,washington,usa
237436,,idahofalls,idaho,usa
238120,25.0,louisville,kentucky,usa
240353,45.0,houston,texas,usa
240401,64.0,denver,colorado,usa
241214,,desoto,missouri,usa
243879,32.0,losangeles,california,usa
244171,51.0,moline,illinois,usa
244643,,santarosa,california,usa
250764,,cove,oregon,usa
250892,21.0,stpetersburg,florida,usa
251150,,eastsetuaket,newyork,usa
252627,,tucson,arizona,usa
253855,29.0,edmonton,alberta,canada
254160,33.0,millbrae,california,usa
258109,37.0,hamburg,hamburg,germany
258747,45.0,longbeach,california,usa
264543,,quincy,massachusetts,usa
264657,23.0,stlouis,missouri,usa
266283,62.0,wallawalla,washington,usa
267293,,ferndale,california,usa
269688,,chicago,illinois,usa
269799,,newyork,newyork,usa
271135,,annarbor,michigan,usa
271144,25.0,albuquerque,newmexico,usa
274056,24.0,seattle,washington,usa
277711,34.0,mannheim,badenwuerttemberg,germany
278418,,omaha,nebraska,usa
6910,,bothell,washington,usa
7913,43.0,missionhills,california,usa
58516,30.0,rockyriver,ohio,usa
59971,27.0,kingwood,texas,usa
60244,47.0,alvin,texas,usa
79089,29.0,nickerson,kansas,usa
98758,25.0,calgary,alberta,canada
113817,25.0,melbourne,victoria,australia
126604,27.0,northreading,massachusetts,usa
146348,,tigard,oregon,usa
172760,29.0,sanantonio,texas,usa
187763,33.0,nyack,newyork,usa
196108,34.0,seattle,washington,usa
206202,16.0,arlingtonheights,illinois,usa
271622,,malmok,,aruba
3675,24.0,barcelona,espaa,spain
6366,20.0,madrid,madrid,spain
13872,17.0,barcelona,espaa,spain
16654,35.0,mlaga,mlaga,spain
16673,30.0,cadiz,cadiz,spain
17183,23.0,zaragoza,aragn,spain
18384,37.0,palmademallorca,baleares,spain
55217,26.0,vigo,pontevedra,spain
80908,30.0,lleida,lleida,spain
94985,39.0,santcugatdelvalls,catalunya,spain
105476,22.0,zaragoza,aragn,spain
124888,25.0,matar,barcelona,spain
126644,30.0,zaragoza,aragn,spain
131126,31.0,barcelona,espaa,spain
134556,28.0,santander,cantabria,spain
136633,32.0,burgos,burgos,spain
137437,26.0,sevilla,sevilla,spain
141518,27.0,vigo,pontevedra,spain
152107,42.0,zaragoza,aragn,spain
156502,33.0,zaragoza,aragn,spain
157118,,bilbao,vizcaya,spain
158627,32.0,valladolid,valladolid,spain
164533,46.0,sitges,barcelona,spain
182987,,armentia,lava,spain
187810,45.0,cabrils,catalunya,spain
189750,29.0,crdoba,andaluca,spain
214920,35.0,lleida,lleida,spain
217740,37.0,madrid,madrid,spain
229501,20.0,zaragoza,aragn,spain
240440,30.0,barcelona,espaa,spain
241268,34.0,barcelona,espaa,spain
248325,33.0,zaragoza,aragn,spain
254982,28.0,sansebastian,guipuzcoa,spain
267172,27.0,javea,alicante,spain
12,,fortbragg,california,usa
67997,53.0,lincolncity,oregon,usa
14,,mediapolis,iowa,usa
164027,,burlington,ontario,canada
174791,38.0,longbeach,california,usa
259901,,thompson,manitoba,canada
242,37.0,neuffen,badenwuerttemberg,germany
487,,houston,texas,usa
626,41.0,graz,steiermark,austria
899,23.0,bielefeld,nordrheinwestfalen,germany
901,21.0,worcester,massachusetts,usa
1025,33.0,maidstone,england,unitedkingdom
1140,19.0,bridgewater,newjersey,usa
1343,33.0,bishopauckland,england,unitedkingdom
1435,36.0,stlouis,missouri,usa
1486,75.0,montmorency,victoria,australia
1733,30.0,independence,westvirginia,usa
1863,43.0,feucht,bayern,germany
1903,36.0,hualien,taiwan,taiwan
2411,37.0,lakecity,florida,usa
2766,42.0,frisco,texas,usa
3032,40.0,sydney,newsouthwales,australia
3556,68.0,bismarck,northdakota,usa
4092,27.0,hixson,tennessee,usa
4131,51.0,hemelhempstead,england,unitedkingdom
4285,50.0,adrian,michigan,usa
4514,23.0,vilanovadefamalico,braga,portugal
4571,23.0,melbourne,victoria,australia
4784,21.0,arvada,colorado,usa
5126,53.0,chulavista,california,usa
5471,60.0,barcelona,espaa,spain
5506,19.0,cortlandtmanor,newyork,usa
5543,29.0,cumberland,maryland,usa
5581,22.0,newtown,newsouthwales,usa
5604,48.0,hattenhofen,bayern,germany
5815,,rockville,maryland,usa
5916,31.0,vermont,victoria,australia
6120,36.0,elizabethtown,pennsylvania,usa
6251,32.0,wahiawa,hawaii,usa
6431,30.0,wylie,texas,usa
6507,26.0,sansebastin,guipzcoa,spain
6543,34.0,strafford,missouri,usa
7105,,chertsey,england,unitedkingdom
7125,28.0,apo,ae,usa
7158,30.0,omaha,nebraska,usa
7286,28.0,pasco,washington,usa
7426,,la,california,usa
7864,17.0,klang,selangor,malaysia
8361,23.0,melbourne,victoria,australia
8453,47.0,berkeley,california,usa
8529,,logroo,larioja,spain
8660,25.0,innsbruck,tirol,austria
8674,29.0,singapore,na,singapore
8681,34.0,orlando,florida,usa
8685,32.0,marietta,georgia,usa
9080,20.0,campinas,sopaulo,brazil
9224,,woodbridge,virginia,usa
9381,,bagshot,surrey,unitedkingdom
9414,37.0,ipswich,england,unitedkingdom
9571,27.0,reinbek,schleswigholstein,germany
9908,36.0,woodstock,georgia,usa
10118,44.0,minneapolis,minnesota,usa
10494,25.0,phoenix,arizona,usa
10532,29.0,shipley,westyorkshire,unitedkingdom
10570,,singapore,na,singapore
10590,22.0,shahalam,selangor,malaysia
10649,27.0,buenosaires,buenosaires,argentina
10819,27.0,richmond,virginia,usa
11120,58.0,kerava,uusimaa,finland
11245,,scarborough,ontario,canada
11554,35.0,houston,texas,usa
11690,30.0,landau,rheinlandpfalz,germany
11724,42.0,westlawn,pennsylvania,usa
11768,14.0,jalandharcantt,punjab,india
11832,,juneau,alaska,usa
11944,21.0,santotirso,porto,portugal
11993,37.0,lakewood,colorado,usa
12189,24.0,ourense,ourense,spain
12264,39.0,kuna,idaho,usa
12272,18.0,ploiesti,prahova,romania
12331,31.0,athens,georgia,usa
12512,34.0,deventer,overijssel,netherlands
12835,38.0,hamburg,hamburg,germany
13088,14.0,piacenza,emiliaromagna,italy
13093,29.0,zaragoza,aragn,spain
13221,45.0,iqaluit,nunavut,canada
13479,31.0,rotterdam,zuidholland,netherlands
13600,,athens,georgia,usa
13664,,escondido,california,usa
13722,41.0,benton,arkansas,usa
14049,,burnaby,britishcolumbia,canada
14079,41.0,valencia,valencia,spain
14212,46.0,americus,georgia,usa
14336,28.0,manchester,england,unitedkingdom
14387,35.0,coalville,leicestershire,england
14461,31.0,aachen,nordrheinwestfalen,germany
